None,ticker,date,open,high,low,close,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume
385,AAPL,2013-06-21,418.49,420.0,408.1001,413.5,0.0,1.0,54.939463087912,55.137696233895,53.575474635291,54.284374744561,120279600.0
386,AAPL,2013-06-20,419.3,425.98,415.17,416.838,0.0,1.0,55.045800073505,55.922752004083,54.503612727205,54.722588149392,89327700.0
387,AAPL,2013-06-19,431.4,431.66,423.0,423.0,0.0,1.0,56.634290845958,56.668423705532,55.53153692128,55.53153692128,77735000.0
388,AAPL,2013-06-18,431.56,434.9,430.21,431.77,0.0,1.0,56.655295682619,57.093771647907,56.478067373295,56.682864530736,48756400.0
389,AAPL,2013-06-17,431.44,435.7,430.3615,432.0,0.0,1.0,56.639542055123,57.19879583121,56.497956328008,56.713058983435,64853600.0
390,AAPL,2013-06-14,435.4,436.29,428.5,430.05,0.0,1.0,57.159411762471,57.276251166396,56.253578181486,56.457062536635,67966500.0
391,AAPL,2013-06-13,432.5,437.14,428.75,435.965,0.0,1.0,56.778699097999,57.387839361155,56.286398238768,57.233585091929,71458100.0
392,AAPL,2013-06-12,439.5,441.25,431.5,432.19,0.0,1.0,57.697660701898,57.927401102872,56.647418868871,56.73800222697,66306800.0
393,AAPL,2013-06-11,435.74,442.7599,433.32,437.6,0.0,1.0,57.204047040375,58.125621120833,56.886348885885,57.448228266554,71528100.0
394,AAPL,2013-06-10,444.73,449.079,436.8,438.89,0.0,1.0,58.384256300239,58.955194016718,57.343204083251,57.617579762129,112538300.0
395,AAPL,2013-06-07,436.5,443.24,432.77,441.811,0.0,1.0,57.303820014513,58.188648758837,56.814144759864,58.001049311413,101133900.0
396,AAPL,2013-06-06,445.47,447.0,434.05,438.46,0.0,1.0,58.481403669794,58.68226242036,56.982183453148,57.561129263604,104233500.0
397,AAPL,2013-06-05,445.65,450.72,443.71,445.11,0.0,1.0,58.505034111037,59.170624872717,58.250350466528,58.434142787307,72647400.0
398,AAPL,2013-06-04,453.22,454.43,447.39,449.31,0.0,1.0,59.498825445538,59.657674522783,58.73346170972,58.985519749646,73182200.0
399,AAPL,2013-06-03,450.73,452.36,442.48,450.72,0.0,1.0,59.171937675009,59.385924448488,58.0888757847,59.170624872717,93088100.0
400,AAPL,2013-05-31,452.5,457.1,449.5,449.735,0.0,1.0,59.404303680566,60.008192734556,59.010462993181,59.041313847026,96075700.0
401,AAPL,2013-05-30,445.65,454.5,444.51,451.58,0.0,1.0,58.505034111037,59.666864138822,58.35537464983,59.283525869768,88379900.0
402,AAPL,2013-05-29,440.0,447.5,439.4,444.95,0.0,1.0,57.763300816462,58.747902534924,57.684532678985,58.413137950647,82644100.0
403,AAPL,2013-05-28,449.9,451.11,440.85,441.439,0.0,1.0,59.062975084832,59.221824162077,57.874889011221,57.952213066177,96536300.0
404,AAPL,2013-05-24,440.85,445.66,440.36,445.15,0.0,1.0,57.874889011221,58.506346913328,57.810561698948,58.439393996473,69041700.0
405,AAPL,2013-05-23,435.95,446.16,435.79,442.14,0.0,1.0,57.231615888492,58.571987027892,57.210611051831,58.044240506796,88255300.0
406,AAPL,2013-05-22,444.05,448.3499,438.22,441.354,0.0,1.0,58.294985744431,58.85947760166,57.529622008613,57.941054246701,110759600.0
407,AAPL,2013-05-21,438.15,445.48,434.2,439.66,0.0,1.0,57.520432392574,58.482716472085,57.001875487517,57.718665538558,114005500.0
408,AAPL,2013-05-20,431.91,445.8,430.1,442.93,0.0,1.0,56.701243762814,58.524726145406,56.463626548091,58.147951887808,112894600.0
409,AAPL,2013-05-17,439.05,440.09,431.01,433.26,0.0,1.0,57.63858459879,57.775116037083,56.583091556598,56.878472072137,106976100.0
410,AAPL,2013-05-16,423.24,437.85,418.9,434.578,0.0,1.0,55.563044176271,57.481048323836,54.993287981854,57.051499414128,150801000.0
411,AAPL,2013-05-15,439.16,441.0,422.36,428.85,0.0,1.0,57.653025423994,57.89458104559,55.447517574638,56.299526261681,185403400.0
412,AAPL,2013-05-14,453.85,455.2,442.15,443.86,0.0,1.0,59.581531989889,59.758760299212,58.045553309088,58.270042500897,111779500.0
413,AAPL,2013-05-13,451.51,457.9,451.5,454.74,0.0,1.0,59.274336253729,60.113216917859,59.273023451437,59.698371393813,79237200.0
414,AAPL,2013-05-10,457.97,459.71,450.48,452.97,0.0,1.0,60.122406533898,60.350834132581,59.139117617727,59.466005388256,83713000.0
415,AAPL,2013-05-09,459.81,463.0,455.58,456.77,3.05,1.0,60.363962155494,60.782746086413,59.808646786281,59.964870258944,99621900.0
416,AAPL,2013-05-08,459.04,465.37,455.81,463.84,0.0,1.0,59.863150893101,60.68864266975,59.441928390955,60.489116221366,118149500.0
417,AAPL,2013-05-07,464.97,465.75,453.7,458.658,0.0,1.0,60.636478892395,60.738198258238,59.166764465405,59.813334485726,120938300.0
418,AAPL,2013-05-06,455.71,462.2,454.31,460.71,0.0,1.0,59.428887446617,60.275244734209,59.246314225873,60.08093466356,124160400.0
419,AAPL,2013-05-03,451.31,453.23,449.15,449.98,0.0,1.0,58.855085895707,59.105472027013,58.573401497987,58.681641336,90325200.0
420,AAPL,2013-05-02,441.78,448.59,440.63,445.52,0.0,1.0,57.612283900213,58.50037220969,57.462313040317,58.100015218487,105457100.0
421,AAPL,2013-05-01,444.46,444.93,434.39,439.29,0.0,1.0,57.961781208495,58.023073646888,56.648558113572,57.287564386176,126727300.0
422,AAPL,2013-04-30,435.1,445.25,432.07,442.78,0.0,1.0,56.741148818378,58.064804668772,56.34600820491,57.742693343602,172884600.0
423,AAPL,2013-04-29,420.45,433.617,420.0,430.12,0.0,1.0,54.830650472735,56.547751613832,54.77196622321,56.091709790302,160081600.0
424,AAPL,2013-04-26,409.81,418.769,408.25,417.205,0.0,1.0,53.44309399508,54.611432198398,53.239655263394,54.407471828939,191024400.0
425,AAPL,2013-04-25,411.225,413.94,407.0,408.38,0.0,1.0,53.627623357475,53.981684996275,53.076643459158,53.256608491034,96209400.0
426,AAPL,2013-04-24,393.54,415.25,392.5,405.462,0.0,1.0,51.321332351148,54.152521367114,51.185706530023,52.876073735226,242412800.0
427,AAPL,2013-04-23,403.99,408.381,398.81,406.13,0.0,1.0,52.684111034558,53.256738900478,52.008590117806,52.96318724341,166059600.0
428,AAPL,2013-04-22,392.64,402.2,391.275,398.67,0.0,1.0,51.203963852098,52.450678130893,51.025954961872,51.990332795731,107480100.0
429,AAPL,2013-04-19,387.97,399.6,385.1,390.53,0.0,1.0,50.594951751473,52.111613578082,50.220676648948,50.928799926548,152318600.0
430,AAPL,2013-04-18,404.99,405.79,389.742,392.05,0.0,1.0,52.814520477947,52.918848032658,50.826037285158,51.127022280499,166574800.0
431,AAPL,2013-04-17,420.27,420.6,398.11,402.8,0.0,1.0,54.807176772925,54.850211889243,51.917303507433,52.528923796926,236264000.0
432,AAPL,2013-04-16,421.57,426.61,420.57,426.24,0.0,1.0,54.97670904933,55.633972644008,54.846299605941,55.585721149955,76442800.0
433,AAPL,2013-04-15,427.0,427.89,419.55,419.85,0.0,1.0,55.68483232693,55.800896731546,54.713281973685,54.752404806702,79380000.0
434,AAPL,2013-04-12,434.15,434.15,429.09,429.8,0.0,1.0,56.617259847158,56.617259847158,55.957388063612,56.049978768418,59653300.0
435,AAPL,2013-04-11,433.72,437.99,431.2,434.33,0.0,1.0,56.561183786501,57.118032109771,56.232551989162,56.640733546968,82091100.0
436,AAPL,2013-04-10,428.1,437.06,426.01,435.69,0.0,1.0,55.828282714657,56.996751327419,55.555726977975,56.818090389977,93982000.0
437,AAPL,2013-04-09,426.36,428.5,422.75,426.98,0.0,1.0,55.601370283161,55.880446492013,55.130592192528,55.682224138062,76653500.0
438,AAPL,2013-04-08,424.85,427.5,422.49,426.21,0.0,1.0,55.404452023645,55.750037048624,55.096685737247,55.581808866653,75207300.0
439,AAPL,2013-04-05,424.5,424.95,419.68,423.2,0.0,1.0,55.358808718459,55.417492967983,54.730235201325,55.189276442053,95923800.0
440,AAPL,2013-04-04,433.76,435.0,425.25,427.72,0.0,1.0,56.566400164237,56.728107874039,55.456615801,55.77872712617,89611900.0
441,AAPL,2013-04-03,431.37,437.28,430.31,431.99,0.0,1.0,56.254721594538,57.025441404965,56.116487584546,56.335575449439,90804000.0
442,AAPL,2013-04-02,427.6,438.14,426.4,429.792,0.0,1.0,55.763077992963,57.137593526279,55.606586660897,56.048935492871,132379800.0
443,AAPL,2013-04-01,441.9,443.698,427.74,428.91,0.0,1.0,57.62793303342,57.862409212633,55.781335315038,55.933914363802,97433000.0
444,AAPL,2013-03-28,449.82,451.819,441.62,442.66,0.0,1.0,58.660775825058,58.921464302392,57.591418389271,57.727044210395,110709900.0
445,AAPL,2013-03-27,456.46,456.8,450.7301,452.08,0.0,1.0,59.526694529158,59.57103373991,58.779461459486,58.955501167116,82809300.0
446,AAPL,2013-03-26,465.44,465.8399,460.53,461.136,0.0,1.0,60.697771330788,60.749922067199,60.05746096375,60.136489086443,73573500.0
447,AAPL,2013-03-25,464.69,469.95,461.78,463.58,0.0,1.0,60.599964248246,61.28591792047,60.220472767985,60.455209766085,125283900.0
448,AAPL,2013-03-22,454.58,462.1,453.11,461.91,0.0,1.0,59.281524775587,60.26220378987,59.089822893806,60.237425995626,98776300.0
449,AAPL,2013-03-21,450.22,457.98,450.1,452.73,0.0,1.0,58.712939602413,59.724916883109,58.697290469207,59.040267305319,95813900.0
450,AAPL,2013-03-20,457.42,457.63,449.59,452.08,0.0,1.0,59.651887594811,59.679273577923,58.630781653078,58.955501167116,77165200.0
451,AAPL,2013-03-19,459.5,460.97,448.5,454.49,0.0,1.0,59.923139237059,60.114841118841,58.488635359785,59.269787925682,131693800.0
452,AAPL,2013-03-18,441.45,457.46,441.2,455.72,0.0,1.0,57.569248783895,59.657103972547,57.536646423048,59.43019154105,151549300.0
453,AAPL,2013-03-15,437.93,444.23,437.25,443.66,0.0,1.0,57.110207543167,57.931787036515,57.021529121663,57.857453653784,160990200.0
454,AAPL,2013-03-14,432.83,434.64,430.45,432.5,0.0,1.0,56.445119381886,56.681160474419,56.134744906621,56.402084265567,75968900.0
455,AAPL,2013-03-13,428.45,434.5,425.36,428.35,0.0,1.0,55.873926019843,56.662903152344,55.470960839773,55.860885075505,101387300.0
456,AAPL,2013-03-12,435.6,438.88,427.57,428.43,0.0,1.0,56.806353540072,57.234096514387,55.759165709661,55.871317830976,116477900.0
457,AAPL,2013-03-11,429.7499,439.01,425.14,437.87,0.0,1.0,56.043445255304,57.251049742027,55.442270762227,57.102382976564,118559000.0
458,AAPL,2013-03-08,429.8,435.43,428.61,431.72,0.0,1.0,56.049978768418,56.784183934696,55.894791530786,56.300364899724,97870500.0
459,AAPL,2013-03-07,424.5,432.01,421.06,430.582,0.0,1.0,55.358808718459,56.338183638307,54.910200233202,56.151958953148,117118400.0
460,AAPL,2013-03-06,434.51,435.25,424.43,425.662,0.0,1.0,56.664207246778,56.760710234886,55.349680057421,55.510344491676,115062500.0
461,AAPL,2013-03-05,421.48,435.19,420.75,431.144,0.0,1.0,54.964972199425,56.752885668283,54.869773305751,56.225249060332,159608400.0
462,AAPL,2013-03-04,427.8,428.1999,419.0,420.05,0.0,1.0,55.789159881641,55.841310618052,54.641556779821,54.778486695379,145688900.0
463,AAPL,2013-03-01,438.0,438.1799,429.98,430.47,0.0,1.0,57.119336204205,57.14279686307,56.073452468228,56.137353095488,138112100.0
464,AAPL,2013-02-28,444.05,447.87,441.4,441.4,0.0,1.0,57.908313336706,58.40647741045,57.562728311726,57.562728311726,80628800.0
465,AAPL,2013-02-27,448.43,452.44,440.65,444.57,0.0,1.0,58.479506698748,59.002448566736,57.464921229184,57.976126247268,146837600.0
466,AAPL,2013-02-26,443.82,451.54,437.66,448.97,0.0,1.0,57.878319164726,58.885080067686,57.074996993452,58.549927798177,125374900.0
467,AAPL,2013-02-25,453.85,455.12,442.57,442.8,0.0,1.0,59.186325881914,59.351945875017,57.71530736049,57.74530153247,93144800.0
468,AAPL,2013-02-22,449.25,451.6,446.6,450.81,0.0,1.0,58.586442442326,58.892904634289,58.240857417346,58.789881174012,82663700.0
469,AAPL,2013-02-21,446.0,449.17,442.82,446.06,0.0,1.0,58.162611751313,58.576009686855,57.747909721338,58.170436317917,111795600.0
470,AAPL,2013-02-20,457.69,457.69,448.8,448.85,0.0,1.0,59.687098144526,59.687098144526,58.527758192801,58.534278664971,119075600.0
471,AAPL,2013-02-19,461.1,462.73,453.85,459.99,0.0,1.0,60.131794346481,60.344361739204,59.186325881914,59.98703986432,108945900.0
472,AAPL,2013-02-15,468.85,470.16,459.92,460.16,0.0,1.0,61.142467532743,61.313303903582,59.977911203283,60.009209469696,97936300.0
473,AAPL,2013-02-14,464.5199,471.64,464.02,466.59,0.0,1.0,60.577781601926,61.506309879797,60.512589921176,60.847742190684,88818800.0
474,AAPL,2013-02-13,467.21,473.64,463.22,467.01,0.0,1.0,60.928596045585,61.767128766574,60.408262366465,60.902514156908,118801900.0
475,AAPL,2013-02-12,479.51,482.38,467.744,467.9,0.0,1.0,62.532632199265,62.90690730179,60.998234688355,61.018578561524,152263300.0
476,AAPL,2013-02-11,476.5,484.94,473.25,479.93,0.0,1.0,62.140099774665,63.240755476865,61.716269083653,62.587404165488,129372600.0
477,AAPL,2013-02-08,474.0,478.81,468.25,474.98,0.0,1.0,61.814076166194,62.441345588893,61.06422186671,61.941877420715,158289600.0
478,AAPL,2013-02-07,463.25,470.0,454.12,468.22,2.65,1.0,60.412174649767,61.29243839264,59.221536431629,61.060309583408,176145200.0
479,AAPL,2013-02-06,456.47,466.5,452.58,457.35,0.0,1.0,59.192982172443,60.493627584386,58.688544420453,59.307096625335,148426600.0
480,AAPL,2013-02-05,444.05,459.74,442.22,457.844,0.0,1.0,57.582412280486,59.61702110535,57.345106088675,59.371156329572,143336900.0
481,AAPL,2013-02-04,453.91,455.94,442.0,442.316,0.0,1.0,58.861012854938,59.124254149678,57.316577475452,57.357554938082,119279300.0
482,AAPL,2013-02-01,459.11,459.48,448.35,453.62,0.0,1.0,59.53532553112,59.58330547154,58.140016993482,58.823406955689,134871100.0
483,AAPL,2013-01-31,456.98,459.28,454.98,455.49,0.0,1.0,59.259116684915,59.55737036861,58.999765655614,59.065900168086,79833600.0
484,AAPL,2013-01-30,457.0,462.6,454.5,456.83,0.0,1.0,59.261710195208,59.98789307725,58.937521408582,59.239665357717,104288800.0
485,AAPL,2013-01-29,458.5,460.2,452.12,458.27,0.0,1.0,59.456223467183,59.676671842089,58.628893683714,59.426398098814,142789500.0
486,AAPL,2013-01-28,437.825,453.21,435.86,449.83,0.0,1.0,56.775182201787,58.770239994683,56.520369815499,58.331936755165,196379400.0
487,AAPL,2013-01-25,451.69,456.23,435.0,439.88,0.0,1.0,58.573133212414,59.161860048927,56.4088488729,57.041665384394,302006600.0
488,AAPL,2013-01-24,460.0,465.73,450.25,450.5,0.0,1.0,59.650736739159,60.393777438105,58.386400471318,58.41881934998,365213100.0
489,AAPL,2013-01-23,508.81,514.99,504.77,514.005,0.0,1.0,65.980198609242,66.781593289781,65.456309530055,66.65386290785,215377400.0
490,AAPL,2013-01-22,504.56,507.88,496.63,504.77,0.0,1.0,65.429077671978,65.859600380617,64.400750840801,65.456309530055,115386600.0
491,AAPL,2013-01-18,498.516,502.22,496.4,500.0,0.0,1.0,64.645318861431,65.125636967696,64.370925472431,64.837757325172,118230700.0
492,AAPL,2013-01-17,510.31,510.75,502.03,502.68,0.0,1.0,66.174711881217,66.231769107664,65.100998619913,65.185287704435,113419600.0
493,AAPL,2013-01-16,494.64,509.44,492.5,506.09,0.0,1.0,64.142696566647,66.061894183472,63.865190965295,65.627481209393,172701200.0
494,AAPL,2013-01-15,498.3,498.99,483.38,485.92,0.0,1.0,64.617308950267,64.706785055376,62.682550271684,63.011926078896,219193100.0
495,AAPL,2013-01-14,502.68,507.5,498.51,501.75,0.0,1.0,65.185287704435,65.81032368505,64.644540808343,65.064689475811,183551900.0
496,AAPL,2013-01-11,521.0,525.32,519.02,520.3,0.0,1.0,67.56094313283,68.121141356119,67.304185613822,67.470170272574,87626700.0
497,AAPL,2013-01-10,528.55,528.72,515.52,523.51,0.0,1.0,68.53999326844,68.56203810593,66.850321312546,67.886428674602,150286500.0
498,AAPL,2013-01-09,522.5,525.0054,515.99,517.1,0.0,1.0,67.755456404805,68.08034543921,66.911268804431,67.055208625693,101901100.0
499,AAPL,2013-01-08,529.21,531.89,521.25,525.31,0.0,1.0,68.625579108109,68.973109487372,67.593362011492,68.119844600973,114676800.0
500,AAPL,2013-01-07,522.0,529.3,515.2,523.9,0.0,1.0,67.69061864748,68.637249904428,66.808825147858,67.937002125316,121039100.0
501,AAPL,2013-01-04,536.965,538.6299,525.8286,527.0,0.0,1.0,69.631212724222,69.847109488564,68.18709432287,68.338996220732,148583400.0
502,AAPL,2013-01-03,547.88,549.67,541.0,542.0959,0.0,1.0,71.046620966631,71.278740137855,70.154453425837,70.296564822342,88241300.0
503,AAPL,2013-01-02,553.82,555.0,541.63,549.03,0.0,1.0,71.816893523654,71.969910630941,70.236149000066,71.195747808479,140129500.0
504,AAPL,2012-12-31,510.53,535.4,509.0,532.1729,0.0,1.0,66.203240494441,69.428270543795,66.004836957026,69.009794690466,164873100.0
505,AAPL,2012-12-28,510.29,514.48,508.12,509.5892,0.0,1.0,66.172118370924,66.715458777309,65.890722504133,66.081241770258,88569600.0
506,AAPL,2012-12-27,513.54,516.25,504.66,515.06,0.0,1.0,66.593563793538,66.944984438241,65.442045223443,66.790670575807,113780100.0
507,AAPL,2012-12-26,519.0,519.46,511.12,512.9995,0.0,1.0,67.301592103529,67.361242840268,66.279749048084,66.52347417787,75609100.0
508,AAPL,2012-12-24,520.35,524.25,518.71,520.168,0.0,1.0,67.476654048307,67.982388555443,67.26398620428,67.453053104641,43938300.0
509,AAPL,2012-12-21,512.47,519.67,510.24,519.33,0.0,1.0,66.454810992862,67.388474698345,66.165634595192,67.344385023364,149067100.0
510,AAPL,2012-12-20,530.0,530.2,518.88,521.7302,0.0,1.0,68.728022764683,68.753957867613,67.286031041771,67.655632193627,120422400.0
511,AAPL,2012-12-19,531.47,533.7,525.5,526.31,0.0,1.0,68.918645771219,69.207822168889,68.144482948756,68.249520115623,112342300.0
512,AAPL,2012-12-18,525.0,534.9,520.25,533.9,0.0,1.0,68.079645191431,69.363432786469,67.463686496842,69.233757271819,156421300.0
513,AAPL,2012-12-17,508.93,520.0,501.23,518.83,0.0,1.0,65.995759671,67.431267618179,64.997258208192,67.279547266038,189401800.0
514,AAPL,2012-12-14,514.75,518.132,505.58,509.794,0.0,1.0,66.750471166265,67.189033756812,65.561346696921,66.107799315658,252394800.0
515,AAPL,2012-12-13,531.15,537.6399,525.8,529.69,0.0,1.0,68.877149606531,69.71873072906,68.183385603151,68.687823355141,156314900.0
516,AAPL,2012-12-12,547.77,548.0,536.2701,539.0,0.0,1.0,71.032356660019,71.062182028389,69.541101209092,69.895102396536,121786000.0
517,AAPL,2012-12-11,539.77,549.56,537.37,541.388,0.0,1.0,69.994952542817,71.264475831244,69.683731307656,70.204767525521,148086400.0
518,AAPL,2012-12-10,525.0,538.51,521.58,529.8209,0.0,1.0,68.079645191431,69.831561394357,67.636154931327,68.704797880009,157621100.0
519,AAPL,2012-12-07,553.4,555.2,530.0,533.25,0.0,1.0,71.762429807501,71.995845733871,68.728022764683,69.149468187296,196760200.0
520,AAPL,2012-12-06,528.94,553.31,518.63,547.2445,0.0,1.0,68.590566719153,71.750759011182,67.253612163108,70.964212177071,294303100.0
521,AAPL,2012-12-05,568.91,569.25,538.77,538.7923,0.0,1.0,73.773697039728,73.817786714709,69.865277028166,69.868168792143,261159500.0
522,AAPL,2012-12-04,581.8,581.8,572.13,575.8454,0.0,1.0,75.445214423571,75.445214423571,74.191252196902,74.673048604034,139267100.0
523,AAPL,2012-12-03,593.65,594.59,585.5,586.19,0.0,1.0,76.981869272177,77.103764255949,75.925013827777,76.014489932886,91070000.0
524,AAPL,2012-11-30,586.79,588.4,582.68,585.28,0.0,1.0,76.092295241676,76.301072820263,75.559328876463,75.896485214554,97829900.0
525,AAPL,2012-11-29,590.215,594.25,585.25,589.36,0.0,1.0,76.536433879353,77.059674580967,75.892594949114,76.425561314327,128674700.0
526,AAPL,2012-11-28,577.27,585.8,572.26,582.94,0.0,1.0,74.857784342205,75.963916482172,74.208110013806,75.593044510272,130216100.0
527,AAPL,2012-11-27,589.55,590.42,580.1,584.78,0.0,1.0,76.450199662111,76.563017359857,75.224766048665,75.831647457229,133332500.0
528,AAPL,2012-11-26,575.9,590.0,573.71,589.53,0.0,1.0,74.680128887134,76.508553643703,74.396139510049,76.447606151818,157644900.0
529,AAPL,2012-11-23,567.17,572.0,562.6,571.5,0.0,1.0,73.548061644236,74.174394379997,72.955444542284,74.109556622672,68206600.0
530,AAPL,2012-11-21,564.25,567.37,556.6,561.7,0.0,1.0,73.169409141457,73.573996747166,72.177391454382,72.838736579099,93250500.0
531,AAPL,2012-11-20,571.91,571.95,554.58,560.9134,0.0,1.0,74.162723583679,74.167910604265,71.915446914788,72.736733819275,160688500.0
532,AAPL,2012-11-19,540.7097,567.5,539.88,565.73,0.0,1.0,70.116808623934,73.590854564071,70.009216849428,73.36132890314,205829400.0
533,AAPL,2012-11-16,525.2,530.0,505.7501,527.678,0.0,1.0,68.105580294361,68.728022764683,65.583404501963,68.426916219665,316723400.0
534,AAPL,2012-11-15,537.53,539.5,522.62,525.62,0.0,1.0,69.70447939,69.959940153861,67.771017466563,68.160044010514,197477700.0
535,AAPL,2012-11-14,545.5,547.45,536.18,536.88,0.0,1.0,70.737993241763,70.990860495331,69.529417445222,69.620190305477,119292600.0
536,AAPL,2012-11-13,538.91,550.48,536.36,542.898,0.0,1.0,69.883431600217,71.383777304722,69.552759037859,70.400577552643,133237300.0
537,AAPL,2012-11-12,554.15,554.5,538.65,542.83,0.0,1.0,71.859686443489,71.905072873616,69.849715966408,70.391759617647,128950500.0
538,AAPL,2012-11-09,540.42,554.88,533.72,547.06,0.0,1.0,70.079241627339,71.954349569183,69.210415679182,70.940287044618,232478400.0
539,AAPL,2012-11-08,560.63,562.23,535.29,537.75,0.0,1.0,72.699983778423,72.907464601863,69.414006237183,69.733008003223,264036500.0
540,AAPL,2012-11-07,573.835,574.54,555.75,558.0019,2.65,1.0,74.412348949381,74.503770187209,72.067167266929,72.35918355837,198412200.0
541,AAPL,2012-11-06,590.23,590.74,580.09,582.8495,0.0,1.0,76.176609606882,76.242431525286,74.867914993912,75.22406319751,93729300.0
542,AAPL,2012-11-05,583.515,587.77,577.6,584.6211,0.0,1.0,75.309954347898,75.859115647523,74.546549156999,75.452710473284,132283900.0
543,AAPL,2012-11-02,595.89,596.95,574.75,576.8,0.0,1.0,76.90710383858,77.043910178792,74.178720789448,74.443299088914,149843400.0
544,AAPL,2012-11-01,598.22,603.0,594.17,596.5399,0.0,1.0,77.207819661876,77.824738818681,76.685116192198,76.99098161264,90324500.0
545,AAPL,2012-10-31,594.88,601.96,587.7,595.32,0.0,1.0,76.776750627623,77.690513730171,75.850081266565,76.83353816507,127500800.0
546,AAPL,2012-10-26,609.43,614.0,591.0,604.0,0.0,1.0,78.65461124091,79.244427254843,76.275987797414,77.953801403787,254608200.0
547,AAPL,2012-10-25,620.0,622.0,605.55,609.538,0.0,1.0,80.018802765476,80.276927935688,78.1538484107,78.668550000101,164081400.0
548,AAPL,2012-10-24,621.44,626.55,610.64,616.83,0.0,1.0,80.204652888028,80.864162697918,78.810776968888,79.609674370692,139631800.0
549,AAPL,2012-10-23,631.0,633.9,611.7,613.3554,0.0,1.0,81.438491201638,81.812772698444,78.9475833091,79.161233512484,176786400.0
550,AAPL,2012-10-22,612.42,635.38,610.76,634.03,0.0,1.0,79.040508370376,82.003785324401,78.826264479101,81.829550834508,136682700.0
551,AAPL,2012-10-19,631.05,631.77,609.62,609.84,0.0,1.0,81.444944330893,81.537869392169,78.67913313208,78.707526900803,186021500.0
552,AAPL,2012-10-18,639.59,642.06,630.0,632.64,0.0,1.0,82.547138807695,82.865923392906,81.309428616532,81.650153841211,119156100.0
553,AAPL,2012-10-17,648.87,652.79,644.0,644.6136,0.0,1.0,83.744839597475,84.250764931089,83.116304808011,83.195497610232,97259400.0
554,AAPL,2012-10-16,635.34,650.3,631.0,649.7925,0.0,1.0,81.998622820996,83.929399094176,81.438491201638,83.863899832235,137442900.0
555,AAPL,2012-10-15,632.35,635.13,623.85,634.76,0.0,1.0,81.612725691531,81.971519678124,80.515693718133,81.923766521635,108125500.0
556,AAPL,2012-10-12,629.56,635.38,625.3,629.714,0.0,1.0,81.252641079086,82.003785324401,80.702834466536,81.272516717192,115003700.0
557,AAPL,2012-10-11,646.5,647.2,628.1,628.1,0.0,1.0,83.438961270775,83.529305080349,81.064209704832,81.064209704832,136520300.0
558,AAPL,2012-10-10,639.74,644.98,637.0,640.91,0.0,1.0,82.566498195461,83.242786141414,82.212866712272,82.717501420035,127589000.0
559,AAPL,2012-10-09,638.65,640.49,623.55,635.85,0.0,1.0,82.425819977696,82.66329513429,80.476974942601,82.0644447394,209649300.0
560,AAPL,2012-10-08,646.88,647.56,636.11,638.17,0.0,1.0,83.488005053115,83.575767610987,82.098001011528,82.363869936845,159498500.0
561,AAPL,2012-10-05,665.2,666.0,651.28,652.59,0.0,1.0,85.85243161225,85.955681680334,84.05588042758,84.224952414068,148501500.0
562,AAPL,2012-10-04,671.25,674.25,665.55,666.8,0.0,1.0,86.633260252139,87.020448007455,85.897603517037,86.058931748419,92681400.0
563,AAPL,2012-10-03,664.86,671.86,662.63,671.45,0.0,1.0,85.808550333314,86.711988429053,85.520740768528,86.65907276916,106070300.0
564,AAPL,2012-10-02,661.81,666.35,650.65,661.31,0.0,1.0,85.414909448742,86.000853585121,83.974570998963,85.350378156189,156998100.0
565,AAPL,2012-10-01,671.5,676.75,656.5,659.39,0.0,1.0,86.665525898415,87.34310447022,84.729587121831,85.102577992786,135898700.0
566,AAPL,2012-09-28,678.75,681.11,666.75,667.105,0.0,1.0,87.601229640431,87.90581734128,86.052478619163,86.098295836876,133777700.0
567,AAPL,2012-09-27,664.29,682.17,660.35,681.32,0.0,1.0,85.734984659804,88.042623681492,85.226478074488,87.932920484152,148522500.0
568,AAPL,2012-09-26,668.74,672.69,661.2,665.18,0.0,1.0,86.309313163524,86.819110374691,85.336181271827,85.849850360548,144125800.0
569,AAPL,2012-09-25,688.26,692.78,673.0,673.54,0.0,1.0,88.828614824785,89.411977709462,86.859119776073,86.928813572031,129697400.0
570,AAPL,2012-09-24,686.86,695.12,683.0,690.79,0.0,1.0,88.647927205637,89.71398415861,88.14974562713,89.155143165102,159941600.0
571,AAPL,2012-09-21,702.41,705.07,699.3617,700.095,0.0,1.0,90.654850404029,90.99815688041,90.261428925852,90.35607051951,142897300.0
572,AAPL,2012-09-20,699.16,700.06,693.62,698.7,0.0,1.0,90.235397002436,90.351553329031,89.520390280951,90.176028213288,84142100.0
573,AAPL,2012-09-19,700.26,703.99,699.57,702.1,0.0,1.0,90.377365846052,90.858769288496,90.288312662329,90.614841002647,81718700.0
574,AAPL,2012-09-18,699.88,702.33,696.42,701.91,0.0,1.0,90.328322063712,90.644525397221,89.881765519247,90.590319111477,93375800.0
575,AAPL,2012-09-17,699.35,699.8,694.61,699.781,0.0,1.0,90.259918893606,90.317997056904,89.648162240206,90.315544867787,99507800.0
576,AAPL,2012-09-14,689.955,696.98,687.89,691.28,0.0,1.0,89.047375906539,89.954040566906,88.780861668296,89.218383831804,150118500.0
577,AAPL,2012-09-13,677.37,685.5,674.77,682.98,0.0,1.0,87.423123272985,88.472402089894,87.08756055171,88.147164375427,149590000.0
